SKU,Nome,slug_nome,Categoria,slug_categoria,Serie,slug_serie,Descricao,Imagem
D031,Battle Corda Vermelha 38mm x 12m,battle-corda-vermelha-38mm-x-12m,Acessórios de Treino,acessorios-de-treino,Acessórios - Série D,acessorios-serie-d,Battle Rope Vermelha 38mm x 12m - Código: D-031,https://commanderbrasil.com.br/wp-content/uploads/2025/12/D031-d-2.jpeg
D032,Battle Corda Vermelha 38mm x 15m,battle-corda-vermelha-38mm-x-15m,Acessórios de Treino,acessorios-de-treino,Acessórios - Série D,acessorios-serie-d,Battle Rope Vermelha 38mm x 15m - Código: D-032,https://commanderbrasil.com.br/wp-content/uploads/2025/12/D032-d-2.jpeg
D030,Battle Corda Vermelha 38mm x 9m,battle-corda-vermelha-38mm-x-9m,Acessórios de Treino,acessorios-de-treino,Acessórios - Série D,acessorios-serie-d,Battle Rope Vermelha 38mm x 9m - Código: D-030,https://commanderbrasil.com.br/wp-content/uploads/2025/12/D030-d-2.jpeg
D033,Battle Corda Vermelha 50mm x 15m,battle-corda-vermelha-50mm-x-15m,Acessórios de Treino,acessorios-de-treino,Acessórios - Série D,acessorios-serie-d,Battle Rope Vermelha 50mm x 15m - Código: D-033,https://commanderbrasil.com.br/wp-content/uploads/2025/12/D033-d-2.jpeg
D970,Bíceps,biceps,Bíceps,biceps,Equipamentos - Série D,equipamentos-serie-d,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/CMD-D970-cmd-d-series-2.png
LBF09,Bíceps,biceps,Bíceps,biceps,Equipamentos - Série LB-F,equipamentos-serie-lb-f,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-F09-bgbranco-2.webp
LBF27,Bíceps e Tríceps,biceps-e-triceps,Outras Anilhadas,outras-anilhadas,Equipamentos - Série LB-F,equipamentos-serie-lb-f,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-F27-bgbranco.webp
SH112A,Bíceps Sentado,biceps-sentado,Outras Anilhadas,outras-anilhadas,Equipamentos - Série SH,equipamentos-serie-sh,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/SH112A-bgbranco-2.webp
SH29,Bíceps Sentado,biceps-sentado,Outras Anilhadas,outras-anilhadas,Equipamentos - Série SH,equipamentos-serie-sh,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/SH29-bgbranco-2.webp
B1112,Bíceps/Máquina de Tríceps,bicepsmaquina-de-triceps,Tríceps,triceps,Equipamentos - Série B,equipamentos-serie-b,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/B1112-1-2.webp
LBE16,Bike Reclinada,bike-reclinada,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E16-bgbranco-1.webp
LBE20,Bike Reclinada,bike-reclinada,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E20-bgbranco-1.webp
LBE15A,Bike Roaging,bike-roaging,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-F20-cmd-lb-f-series-2.png
LBE12,Bike Spinning,bike-spinning,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E12-bgbranco-1.webp
LBE13,Bike Spinning,bike-spinning,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E13-bgbranco-1.webp
LBE14,Bike Spinning,bike-spinning,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E14-bgbranco-1.webp
LBE15,Bike Spinning,bike-spinning,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E15-bgbranco-1.webp
LBE10,Bike Spinning Magnética,bike-spinning-magnetica,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E10-bgbranco-1.webp
LBE11,Bike Spinning Magnética,bike-spinning-magnetica,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E11-bgbranco-1.webp
LBE33,Bike Ventilador,bike-ventilador,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E33-bgbranco-1.webp
LBE34A,Bike Ventilador,bike-ventilador,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E34A-bgbranco-1.webp
LBE32,Bike Ventilador,bike-ventilador,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E32-bgbranco-1.webp
LBE34,Bike Ventilador,bike-ventilador,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E34-bgbranco-1.webp
LBE17,Bike Vertical,bike-vertical,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E17-bgbranco-1.webp
LBE19,Bike Vertical,bike-vertical,Bikes e Spinning,bikes-e-spinning,Equipamentos - Série LB-E,equipamentos-serie-lb-e,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-E19-bgbranco-1.webp
QHSJ145,Bloco de Yoga Bicolor,bloco-de-yoga-bicolor,Tapetes e Yoga,tapetes-e-yoga,Acessórios - QHSJ Yoga,acessorios-qhsj-yoga,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ145-bgbranco.webp
QHSJ144,Bloco de Yoga Sólido,bloco-de-yoga-solido,Tapetes e Yoga,tapetes-e-yoga,Acessórios - QHSJ Yoga,acessorios-qhsj-yoga,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ144-bgbranco.webp
C005,Blocos de Cortiça,blocos-de-cortica,Tapetes e Yoga,tapetes-e-yoga,Acessórios - Série C,acessorios-serie-c,Blocos de Cortiça - Código: C-005,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-005-c-1.jpeg
C007,Blocos de Cortiça com Logo,blocos-de-cortica-com-logo,Tapetes e Yoga,tapetes-e-yoga,Acessórios - Série C,acessorios-serie-c,Blocos de Cortiça com Logo - Código: C-007,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-007-c-1.jpeg
C008,Blocos de Yoga EVA,blocos-de-yoga-eva,Tapetes e Yoga,tapetes-e-yoga,Acessórios - Série C,acessorios-serie-c,Blocos de Yoga EVA - Código: C-008,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-008-c-1.jpeg
C006,Blocos Triangulares de Cortiça,blocos-triangulares-de-cortica,Tapetes e Yoga,tapetes-e-yoga,Acessórios - Série C,acessorios-serie-c,Blocos Triangulares de Cortiça - Código: C-006,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-006-c-1.jpeg
XMH004,Bobina 1mm,bobina-1mm,Acessórios de Treino,acessorios-de-treino,Acessórios - Série XM-H,acessorios-serie-xm-h,Bobina 1mm - Código: XM-H004,https://commanderbrasil.com.br/wp-content/uploads/2025/12/XM-H004-xm-1.jpeg
QHSJ163,Bola Amendoim Anti-Explosão,bola-amendoim-anti-explosao,Medicine Balls,medicine-balls,Acessórios - QHSJ Yoga,acessorios-qhsj-yoga,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ163-bgbranco.webp
C049,Bola Amendoim Anti-explosão,bola-amendoim-anti-explosao,Acessórios de Treino,acessorios-de-treino,Acessórios - Série C,acessorios-serie-c,Bola Amendoim Anti-explosão - Código: C-049,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-049-c-2.jpeg
QHSJ203,Bola Bosu,bola-bosu,Medicine Balls,medicine-balls,Acessórios - QHSJ Treino,acessorios-qhsj-treino,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QHSJ203-bgbranco.webp
QHSJ73,Bola de Areia Borracha,bola-de-areia-borracha,Medicine Balls,medicine-balls,Acessórios - QHSJ Pesos,acessorios-qhsj-pesos,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QHSJ73-bgbranco.webp
E001,Bola de Areia Fitness 3kg,bola-de-areia-fitness-3kg,Acessórios de Treino,acessorios-de-treino,Acessórios - Série E,acessorios-serie-e,Bola de Areia para Fitness 3kg - Código: E-001,https://commanderbrasil.com.br/wp-content/uploads/2025/12/E0010-e-2.jpeg
C059,Bola de Massagem Amendoim,bola-de-massagem-amendoim,Acessórios de Treino,acessorios-de-treino,Acessórios - Série C,acessorios-serie-c,Bola de Massagem Amendoim - Código: C-059,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-059-c-2.jpeg
C048,Bola de Massagem com Textura 65cm,bola-de-massagem-com-textura-65cm,Acessórios de Treino,acessorios-de-treino,Acessórios - Série C,acessorios-serie-c,Bola de Massagem com Textura 65cm - Código: C-048,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-048-c-2.jpeg
QHSJ170,Bola de Massagem Profissional,bola-de-massagem-profissional,Medicine Balls,medicine-balls,Acessórios - QHSJ Yoga,acessorios-qhsj-yoga,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QHSJ170-bgbranco.webp
QHSJ208,Bola de Parede,bola-de-parede,Medicine Balls,medicine-balls,Acessórios - QHSJ Treino,acessorios-qhsj-treino,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QHSJ208-bgbranco.webp
E002,Bola de Parede Fitness 1kg,bola-de-parede-fitness-1kg,Acessórios de Treino,acessorios-de-treino,Acessórios - Série E,acessorios-serie-e,Bola de Parede para Fitness 1kg - Código: E-002,https://commanderbrasil.com.br/wp-content/uploads/2025/12/E002-e-2.jpeg
QHSJ233,Bola de Reação,bola-de-reacao,Medicine Balls,medicine-balls,Acessórios - QHSJ Agilidade,acessorios-qhsj-agilidade,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ233-bgbranco.webp
QHSJ159,Bola de Yoga Premium Anti-Explosão,bola-de-yoga-premium-anti-explosao,Tapetes e Yoga,tapetes-e-yoga,Acessórios - QHSJ Yoga,acessorios-qhsj-yoga,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ159-bgbranco.webp
C056,Bola Durian Dupla,bola-durian-dupla,Acessórios de Treino,acessorios-de-treino,Acessórios - Série C,acessorios-serie-c,Bola Durian Dupla - Código: C-056,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-056-c-2.jpeg
C060,Bola Fascial,bola-fascial,Acessórios de Treino,acessorios-de-treino,Acessórios - Série C,acessorios-serie-c,Bola Fascial - Código: C-060,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-060-c-2.jpeg
F008,Bola Reação Hexagonal,bola-reacao-hexagonal,Acessórios de Treino,acessorios-de-treino,Acessórios - Série F,acessorios-serie-f,Bola de Reação Hexagonal - Código: F-008,https://commanderbrasil.com.br/wp-content/uploads/2025/12/F008-f-1.jpeg
QHSJ171,Bola Simples,bola-simples,Medicine Balls,medicine-balls,Acessórios - QHSJ Yoga,acessorios-qhsj-yoga,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ171-bgbranco.webp
C045,Bola Yoga Anti-explosão 55cm,bola-yoga-anti-explosao-55cm,Tapetes e Yoga,tapetes-e-yoga,Acessórios - Série C,acessorios-serie-c,Bola de Yoga Anti-explosão 55cm - Código: C-045,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-045-c-2.jpeg
C046,Bola Yoga Anti-explosão 65cm,bola-yoga-anti-explosao-65cm,Tapetes e Yoga,tapetes-e-yoga,Acessórios - Série C,acessorios-serie-c,Bola de Yoga Anti-explosão 65cm - Código: C-046,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-046-c-2.jpeg
C047,Bola Yoga Anti-explosão 75cm,bola-yoga-anti-explosao-75cm,Tapetes e Yoga,tapetes-e-yoga,Acessórios - Série C,acessorios-serie-c,Bola de Yoga Anti-explosão 75cm - Código: C-047,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-047-c-2.jpeg
A073,Bolas de Areia,bolas-de-areia,-,,Acessórios - Série A,acessorios-serie-a,Preço por kg (USD),https://commanderbrasil.com.br/wp-content/uploads/2025/12/A073-bgbranco-v2.webp
F019,Boneco Humano,boneco-humano,Acessórios de Treino,acessorios-de-treino,Acessórios - Série F,acessorios-serie-f,Boneco Humano - Código: F-019,https://commanderbrasil.com.br/wp-content/uploads/2025/12/F019-f-1.jpeg
F024,Boneco Inflável,boneco-inflavel,Acessórios de Treino,acessorios-de-treino,Acessórios - Série F,acessorios-serie-f,Boneco Inflável - Código: F-024,https://commanderbrasil.com.br/wp-content/uploads/2025/12/F024-f-1.jpeg
PM07,Cadeira Extensora,cadeira-extensora,Extensora de Pernas,extensora-de-pernas,Equipamentos - Série PM,equipamentos-serie-pm,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/PM07-bgbranco.webp
D965,Cadeira Extensora,cadeira-extensora,Extensora de Pernas,extensora-de-pernas,Equipamentos - Série D,equipamentos-serie-d,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/CMD-D965-cmd-d-series-1.png
VS17,Cadeira Extensora/Flexora,cadeira-extensoraflexora,Extensora de Pernas,extensora-de-pernas,Equipamentos - Série VS,equipamentos-serie-vs,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/CMD-VS17-1.png
VS03,Cadeira Flexora,cadeira-flexora,Flexora de Pernas,flexora-de-pernas,Equipamentos - Série VS,equipamentos-serie-vs,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/CMD-VS03-1.png
B1023,Cadeira Flexora,cadeira-flexora,Flexora de Pernas,flexora-de-pernas,Equipamentos - Série B,equipamentos-serie-b,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/B1023-1-1.webp
GM45,Cadeira Flexora,cadeira-flexora,Flexora de Pernas,flexora-de-pernas,Equipamentos - Série GM,equipamentos-serie-gm,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/GM45-bgbranco-2.webp
LB605,Cadeira Flexora,cadeira-flexora,Flexora de Pernas,flexora-de-pernas,Equipamentos - Série LB,equipamentos-serie-lb,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB605-bgbranco-2.webp
LBF14,Cadeira Flexora,cadeira-flexora,Extensora e Flexora,extensora-e-flexora,Equipamentos - Série LB-F,equipamentos-serie-lb-f,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB-F14-bgbranco-2.webp
LB628,Cadeira Flexora Anilhada,cadeira-flexora-anilhada,Extensora e Flexora,extensora-e-flexora,Equipamentos - Série LB,equipamentos-serie-lb,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB628-bgbranco-2.webp
C066,Cadeira Yoga Dobrável,cadeira-yoga-dobravel,Tapetes e Yoga,tapetes-e-yoga,Acessórios - Série C,acessorios-serie-c,Cadeira de Yoga Dobrável - Código: C-066,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-066-c-2.jpeg
D005+,Caixa Impulso Quadril,caixa-impulso-quadril,Acessórios de Treino,acessorios-de-treino,,,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/D005-d-2.png
QHSJ189,Caixa Plyo 3 em 1 Macia,caixa-plyo-3-em-1-macia,-,,Acessórios - QHSJ Treino,acessorios-qhsj-treino,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ189-bgbranco.webp
QHSJ188,Caixa Plyo 3 em 1 Madeira,caixa-plyo-3-em-1-madeira,-,,Acessórios - QHSJ Treino,acessorios-qhsj-treino,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ188-bgbranco.webp
QHSJ190,Caixa Plyo 4 Níveis,caixa-plyo-4-niveis,-,,Acessórios - QHSJ Treino,acessorios-qhsj-treino,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QHSJ190-bgbranco.webp
D005,Caixa Salto Macia 3-em-1,caixa-salto-macia-3-em-1,Acessórios de Treino,acessorios-de-treino,Acessórios - Série D,acessorios-serie-d,Caixa de Salto Macia 3 em 1 - Código: D-005,https://commanderbrasil.com.br/wp-content/uploads/2025/12/D005-d-2.png
D004,Caixa Salto Madeira 3-em-1,caixa-salto-madeira-3-em-1,Acessórios de Treino,acessorios-de-treino,Acessórios - Série D,acessorios-serie-d,Caixa de Salto de Madeira 3 em 1 - Código: D-004,https://commanderbrasil.com.br/wp-content/uploads/2025/12/D004-d-2.jpeg
VS15,Cama Extensora,cama-extensora,Extensora de Pernas,extensora-de-pernas,Equipamentos - Série VS,equipamentos-serie-vs,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/CMD-VS15-1.png
F011,Capacete Sanda,capacete-sanda,Acessórios de Treino,acessorios-de-treino,Acessórios - Série F,acessorios-serie-f,Capacete de Sanda - Código: F-011,https://commanderbrasil.com.br/wp-content/uploads/2025/12/F011-f-1.jpeg
C070,Cilindro Equilíbrio para Pilates,cilindro-equilibrio-para-pilates,Acessórios de Treino,acessorios-de-treino,Acessórios - Série C,acessorios-serie-c,Cilindro de Balance para Pilates - Código: C-070,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-070-c-2.jpeg
C002,Cinta de Alongamento de Yoga,cinta-de-alongamento-de-yoga,Tapetes e Yoga,tapetes-e-yoga,Acessórios - Série C,acessorios-serie-c,Cinta de Alongamento de Yoga - Código: C-002,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-002-c-1.jpeg
QHSJ142,Cinta de Alongamento Yoga,cinta-de-alongamento-yoga,Tapetes e Yoga,tapetes-e-yoga,Acessórios - QHSJ Yoga,acessorios-qhsj-yoga,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ142-bgbranco.webp
C082,Cinta Elástica Alongamento,cinta-elastica-alongamento,Mergulho e Barra Assistida,mergulho-e-barra-assistida,Acessórios - Série C,acessorios-serie-c,Cinta Elástica de Alongamento - Código: C-082,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-082-c-2.jpeg
QHSJ206,Cintas Abdominais,cintas-abdominais,Máquinas Abdominais,maquinas-abdominais,Acessórios - QHSJ Treino,acessorios-qhsj-treino,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ206-bgbranco.webp
E012,Cintas Treino TRX,cintas-treino-trx,Acessórios de Treino,acessorios-de-treino,Acessórios - Série E,acessorios-serie-e,Cintas de Treinamento TRX - Código: E-012,https://commanderbrasil.com.br/wp-content/uploads/2025/12/E012-e-2.jpeg
QHSJ99,Cinto de Levantamento,cinto-de-levantamento,-,,Acessórios - QHSJ Barras,acessorios-qhsj-barras,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QHSJ99-bgbranco.webp
QHSJ216,Cinto de Resistência Dupla,cinto-de-resistencia-dupla,Faixas de Resistência,faixas-de-resistencia,Acessórios - QHSJ Treino,acessorios-qhsj-treino,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ216-bgbranco.webp
C071,Cinto Quadril - Kit Tamanhos,cinto-quadril-kit-tamanhos,Acessórios de Treino,acessorios-de-treino,Acessórios - Série C,acessorios-serie-c,Cinto de Quadril - Kit Tamanhos - Código: C-071,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-071-c-2.jpeg
E009,Cinto Resistência Dupla,cinto-resistencia-dupla,Acessórios de Treino,acessorios-de-treino,Acessórios - Série E,acessorios-serie-e,Cinto de Endurance Dupla - Código: E-009,https://commanderbrasil.com.br/wp-content/uploads/2025/12/E009-e-2.jpeg
E011,Cinto Treino Máquina Abdominal,cinto-treino-maquina-abdominal,Máquinas Abdominais,maquinas-abdominais,Acessórios - Série E,acessorios-serie-e,Cinto de Treinamento Máquina Abdominal - Código: E-011,https://commanderbrasil.com.br/wp-content/uploads/2025/12/E011-e-2.jpeg
C067,Cinto Vitalidade,cinto-vitalidade,Acessórios de Treino,acessorios-de-treino,Acessórios - Série C,acessorios-serie-c,Cinto de Vitalidade - Código: C-067,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-067-c-2.jpeg
F004,Círculo Agilidade - 12 Peças,circulo-agilidade-12-pecas,Acessórios de Treino,acessorios-de-treino,Acessórios - Série F,acessorios-serie-f,Círculo de Agility - 12 Peças - Código: F-004,https://commanderbrasil.com.br/wp-content/uploads/2025/12/F004-f-1.jpeg
F005,Círculo Agilidade Hexagonal - 6 Peças,circulo-agilidade-hexagonal-6-pecas,Acessórios de Treino,acessorios-de-treino,Acessórios - Série F,acessorios-serie-f,Círculo de Agility Hexagonal - 6 Peças - Código: F-005,https://commanderbrasil.com.br/wp-content/uploads/2025/12/F005-f-1.jpeg
C003,Círculo de Pilates,circulo-de-pilates,Puxada Alta,puxada-alta,Acessórios - Série C,acessorios-serie-c,Círculo de Pilates - Código: C-003,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-003-c-1.jpeg
E035,Colete com Peso 5kg,colete-com-peso-5kg,Acessórios de Treino,acessorios-de-treino,Acessórios - Série E,acessorios-serie-e,Colete com Peso 5kg - Código: E-035,https://commanderbrasil.com.br/wp-content/uploads/2025/12/E035-e-1.jpeg
QHSJ232,Cone de Treino,cone-de-treino,Acessórios de Treino,acessorios-de-treino,Acessórios - QHSJ Agilidade,acessorios-qhsj-agilidade,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ232-bgbranco.webp
QHSJ231,Cone Marcador,cone-marcador,Acessórios de Treino,acessorios-de-treino,Acessórios - QHSJ Agilidade,acessorios-qhsj-agilidade,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ231-bgbranco.webp
XMI001,Conjunto 1 - Kit Completo Les Mills,conjunto-1-kit-completo-les-mills,Acessórios de Treino,acessorios-de-treino,Acessórios - Série XM-I,acessorios-serie-xm-i,Conjunto 1 - Kit Completo Les Mills - Código: XM-I001,https://commanderbrasil.com.br/wp-content/uploads/2025/12/XM-i001-xm-i-1.jpeg
XMI002,Conjunto 2 - Kit Premium Les Mills,conjunto-2-kit-premium-les-mills,Acessórios de Treino,acessorios-de-treino,Acessórios - Série XM-I,acessorios-serie-xm-i,Conjunto 2 - Kit Premium Les Mills - Código: XM-I002,https://commanderbrasil.com.br/wp-content/uploads/2025/12/XM-i002-xm-i-1.jpeg
XMI003,Conjunto 3 - Kit Básico Les Mills,conjunto-3-kit-basico-les-mills,Acessórios de Treino,acessorios-de-treino,Acessórios - Série XM-I,acessorios-serie-xm-i,Conjunto 3 - Kit Básico Les Mills - Código: XM-I003,https://commanderbrasil.com.br/wp-content/uploads/2025/12/XM-i003-xm-i-1.jpeg
XMI004,Conjunto 4 - Kit Combinação,conjunto-4-kit-combinacao,Acessórios de Treino,acessorios-de-treino,Acessórios - Série XM-I,acessorios-serie-xm-i,Conjunto 4 - Kit Combinação - Código: XM-I004,https://commanderbrasil.com.br/wp-content/uploads/2025/12/XM-i004-xm-i-1.jpeg
D034,Corda Balanço Base,corda-balanco-base,Acessórios de Treino,acessorios-de-treino,Acessórios - Série D,acessorios-serie-d,Base para Balanço de Corda - Código: D-034,https://commanderbrasil.com.br/wp-content/uploads/2025/12/D034-d-2.jpeg
QHSJ200,Corda de Batalha,corda-de-batalha,Cordas de Pular,cordas-de-pular,Acessórios - QHSJ Treino,acessorios-qhsj-treino,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ200-bgbranco.webp
QHSJ202,Corda de Escalada,corda-de-escalada,Cordas de Pular,cordas-de-pular,Acessórios - QHSJ Treino,acessorios-qhsj-treino,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ202-bgbranco.webp
D035,Corda de Escalada Profissional,corda-de-escalada-profissional,Acessórios de Treino,acessorios-de-treino,Acessórios - Série D,acessorios-serie-d,Corda de Escalada Professional - Código: D-035,https://commanderbrasil.com.br/wp-content/uploads/2025/12/D035-d-2.jpeg
QHSJ237,Corda de Pular Padrão,corda-de-pular-padrao,Cordas de Pular,cordas-de-pular,Acessórios - QHSJ Agilidade,acessorios-qhsj-agilidade,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ237-bgbranco.webp
QHSJ235,Corda de Pular Velocidade,corda-de-pular-velocidade,Cordas de Pular,cordas-de-pular,Acessórios - QHSJ Agilidade,acessorios-qhsj-agilidade,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ235-bgbranco.webp
QHSJ236,Corda de Velocidade sem Rolamento,corda-de-velocidade-sem-rolamento,Cordas de Pular,cordas-de-pular,Acessórios - QHSJ Agilidade,acessorios-qhsj-agilidade,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QH-SJ236-bgbranco.webp
QHSJ139,Corrente,corrente,-,,Acessórios - QHSJ Barras,acessorios-qhsj-barras,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/QHSJ139-bgbranco.webp
C084,Corretor de Postura,corretor-de-postura,Acessórios de Treino,acessorios-de-treino,Acessórios - Série C,acessorios-serie-c,Posture Corrector - Código: C-084,https://commanderbrasil.com.br/wp-content/uploads/2025/12/C-084-c-2.jpeg
ME004,Croissant 5kg,croissant-5kg,Acessórios de Treino,acessorios-de-treino,Acessórios - Série E,acessorios-serie-e,Croissant 5kg - Código: ME-004,https://commanderbrasil.com.br/wp-content/uploads/2025/12/woocommerce-placeholder-2.webp
F046,Cronômetro,cronometro,Acessórios de Treino,acessorios-de-treino,Acessórios - Série F,acessorios-serie-f,Cronômetro - Código: F-046,https://commanderbrasil.com.br/wp-content/uploads/2025/12/F046-f-1.jpeg
G031,Cronômetro Digital,cronometro-digital,Acessórios de Treino,acessorios-de-treino,Acessórios - Série G,acessorios-serie-g,Timer Digital - Código: G-031,https://commanderbrasil.com.br/wp-content/uploads/2025/12/G031-g-1.jpeg
B1016,Crossover de Cabo,crossover-de-cabo,Máquinas de Cabo,maquinas-de-cabo,Equipamentos - Série B,equipamentos-serie-b,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/B1016-1-1.webp
GM20,Crossover de Cabo,crossover-de-cabo,Máquinas de Cabo,maquinas-de-cabo,Equipamentos - Série GM,equipamentos-serie-gm,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/GM20-bgbranco-2.webp
LB635,Crossover de Cabo,crossover-de-cabo,Máquinas de Cabo,maquinas-de-cabo,Equipamentos - Série LB,equipamentos-serie-lb,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/LB635-bgbranco-2.webp
CBP030,Deltoide Posterior,deltoide-posterior,Desenvolvimento de Ombros,desenvolvimento-de-ombros,Equipamentos - Série CBP,equipamentos-serie-cbp,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/CBP030-bgbranco-bgbranco-1.webp
CBP001,Desenvolvimento de Ombros,desenvolvimento-de-ombros,Desenvolvimento de Ombros,desenvolvimento-de-ombros,Equipamentos - Série CBP,equipamentos-serie-cbp,,https://commanderbrasil.com.br/wp-content/uploads/2025/12/CBP001-bgbranco-2.webp
